callsign,country,velocity,altitude,temperature,wind_speed,timestamp,delay_label
EDV5410,United States,218.82,9151.62,12.3,2.06,2025-04-15T02:38:15,0
ERU836,United States,52.39,853.44,12.3,2.06,2025-04-15T02:38:16,2
DAL2338,United States,0.0,0.0,12.3,2.06,2025-04-15T02:38:14,2
BCS1266,Austria,205.43,7208.52,12.3,2.06,2025-04-15T02:38:15,0
GTI332,United States,6.69,0.0,12.3,2.06,2025-04-15T02:38:15,2
N54983,United States,52.56,784.86,12.3,2.06,2025-04-15T02:38:16,2
CXK284,United States,61.07,2499.36,12.3,2.06,2025-04-15T02:38:10,2
BCS28P,Austria,0.0,0.0,12.3,2.06,2025-04-15T02:38:13,2
BCS2219,Austria,141.24,2628.9,12.3,2.06,2025-04-15T02:38:16,1
BCS1684,Austria,207.56,8877.3,12.3,2.06,2025-04-15T02:38:15,0
FDX1058,United States,89.33,990.6,12.3,2.06,2025-04-15T02:38:14,2
BCS5TM,Austria,5.66,0.0,12.3,2.06,2025-04-15T02:38:06,2
NWK2981,Australia,167.84,5631.18,12.3,2.06,2025-04-15T02:38:15,1
BCS90Y,Austria,208.33,11582.4,12.3,2.06,2025-04-15T02:38:15,0
UAL548,United States,155.48,3383.28,12.3,2.06,2025-04-15T02:38:16,1
N842WF,United States,145.37,8534.4,12.3,2.06,2025-04-15T02:38:15,1
N604CG,United States,139.4,1554.48,12.3,2.06,2025-04-15T02:38:14,1
RPA4507,United States,180.5,9144.0,12.3,2.06,2025-04-15T02:38:15,1
ZIU,Australia,75.67,975.36,12.3,2.06,2025-04-15T02:38:16,2
OSU8,United States,85.44,2766.06,12.3,2.06,2025-04-15T02:38:15,2
,United States,1.03,0.0,12.3,2.06,2025-04-15T02:38:10,2
BCS409,Austria,3.09,0.0,12.3,2.06,2025-04-15T02:36:41,2
ZIK,Australia,81.88,3794.76,12.3,2.06,2025-04-15T02:38:15,2
UAL1259,United States,207.24,10972.8,12.3,2.06,2025-04-15T02:38:16,0
UAL2002,United States,228.3,9753.6,12.3,2.06,2025-04-15T02:38:06,0
AAL1862,United States,140.15,4716.78,12.3,2.06,2025-04-15T02:38:16,1
JIA5257,United States,224.88,6042.66,12.3,2.06,2025-04-15T02:38:16,0
BATT43,United States,241.29,13106.4,12.3,2.06,2025-04-15T02:34:45,0
ASI155,United States,34.56,487.68,12.3,2.06,2025-04-15T02:36:47,2
UAL1870,United States,224.19,10972.8,12.3,2.06,2025-04-15T02:38:16,0
TKJ280,Turkey,240.02,10972.8,12.3,2.06,2025-04-15T02:38:16,0
TKJ3HY,Turkey,192.4,8923.02,12.3,2.06,2025-04-15T02:38:15,1
N551AM,United States,68.12,548.64,12.3,2.06,2025-04-15T02:38:16,2
DAL807,United States,283.65,8839.2,12.3,2.06,2025-04-15T02:38:16,0
AAL3266,United States,8.75,0.0,12.3,2.06,2025-04-15T02:35:20,2
SKW3866,United States,272.14,8968.74,12.3,2.06,2025-04-15T02:38:15,0
UAL2659,United States,64.41,327.66,12.3,2.06,2025-04-15T02:38:16,2
UAL1373,United States,189.27,6842.76,12.3,2.06,2025-04-15T02:38:15,1
SWA956,United States,8.23,0.0,12.3,2.06,2025-04-15T02:38:11,2
DAL1442,United States,228.62,10355.58,12.3,2.06,2025-04-15T02:38:15,0
ADO18,Japan,185.56,7658.1,12.3,2.06,2025-04-15T02:38:15,1
N480LA,United States,259.29,9418.32,12.3,2.06,2025-04-15T02:38:15,0
FDX1281,United States,217.88,9151.62,12.3,2.06,2025-04-15T02:38:16,0
TXV,Australia,50.67,647.7,12.3,2.06,2025-04-15T02:33:42,2
SUT1545,Canada,69.46,182.88,12.3,2.06,2025-04-15T02:38:16,2
AKT1725,Canada,138.29,2453.64,12.3,2.06,2025-04-15T02:38:15,1
LNI970,Indonesia,228.94,10058.4,12.3,2.06,2025-04-15T02:38:16,0
FIN7008,Finland,58.72,152.4,12.3,2.06,2025-04-15T02:35:55,2
GLO1174,Brazil,194.74,8199.12,12.3,2.06,2025-04-15T02:38:15,1
DAL1677,United States,192.39,9753.6,12.3,2.06,2025-04-15T02:38:15,1
KAR1101,Russian Federation,27.85,5196.84,12.3,2.06,2025-04-15T02:36:33,2
KAR528,Russian Federation,30.26,10972.8,12.3,2.06,2025-04-15T02:38:14,2
N4753J,United States,53.53,1318.26,12.3,2.06,2025-04-15T02:38:16,2
ENY3380,United States,180.57,10363.2,12.3,2.06,2025-04-15T02:38:15,1
DAL2386,United States,0.0,0.0,12.3,2.06,2025-04-15T02:38:11,2
DAL1733,United States,122.65,1623.06,12.3,2.06,2025-04-15T02:38:15,1
AAL944,United States,239.77,11277.6,12.3,2.06,2025-04-15T02:38:16,0
AAL3251,United States,151.53,4160.52,12.3,2.06,2025-04-15T02:38:16,1
JZA597,Canada,117.0,2804.16,12.3,2.06,2025-04-15T02:38:16,1
UAL2054,United States,216.07,10972.8,12.3,2.06,2025-04-15T02:38:16,0
LBQ865,United States,128.61,2697.48,12.3,2.06,2025-04-15T02:38:15,1
,United States,219.82,10416.54,12.3,2.06,2025-04-15T02:38:13,0
LXJ594,United States,250.83,10668.0,12.3,2.06,2025-04-15T02:38:16,0
UAL1576,United States,134.01,1592.58,12.3,2.06,2025-04-15T02:38:16,1
DAL2918,United States,258.95,10073.64,12.3,2.06,2025-04-15T02:38:16,0
SWA1092,United States,158.63,2491.74,12.3,2.06,2025-04-15T02:38:16,1
THY4ZQ,Turkey,200.09,6423.66,12.3,2.06,2025-04-15T02:38:14,0
N757JG,United States,49.94,1097.28,12.3,2.06,2025-04-15T02:38:15,2
DAL1469,United States,265.59,9448.8,12.3,2.06,2025-04-15T02:38:15,0
UAL1564,United States,69.49,7.62,12.3,2.06,2025-04-15T02:38:06,2
UAL755,United States,1.29,0.0,12.3,2.06,2025-04-15T02:38:14,2
UPS81,United States,237.88,10668.0,12.3,2.06,2025-04-15T02:38:16,0
ETD72E,United Arab Emirates,225.74,10363.2,12.3,2.06,2025-04-15T02:38:15,0
UAL1672,United States,252.98,10668.0,12.3,2.06,2025-04-15T02:38:14,0
VJA300,United States,237.6,12496.8,12.3,2.06,2025-04-15T02:38:15,0
SWA4089,United States,184.17,7719.06,12.3,2.06,2025-04-15T02:38:03,1
UAL1374,United States,238.39,11277.6,12.3,2.06,2025-04-15T02:38:16,0
UAL255,United States,296.03,9448.8,12.3,2.06,2025-04-15T02:38:16,0
N12732,United States,30.51,792.48,12.3,2.06,2025-04-15T02:38:16,2
NKS1255,United States,4.37,0.0,12.3,2.06,2025-04-15T02:38:09,2
FFT3517,United States,232.45,10980.42,12.3,2.06,2025-04-15T02:38:15,0
NOS789,Ireland,256.42,12496.8,12.3,2.06,2025-04-15T02:38:15,0
JBU1818,United States,5.4,0.0,12.3,2.06,2025-04-15T02:37:17,2
SWA4457,United States,214.65,11666.22,12.3,2.06,2025-04-15T02:38:16,0
N276NY,United States,45.7,1874.52,12.3,2.06,2025-04-15T02:38:15,2
UAL758,United States,185.13,10363.2,12.3,2.06,2025-04-15T02:38:16,1
ASA386,United States,250.17,11277.6,12.3,2.06,2025-04-15T02:38:16,0
SKW5135,United States,262.39,10058.4,12.3,2.06,2025-04-15T02:38:16,0
N308SP,United States,59.66,701.04,12.3,2.06,2025-04-15T02:38:15,2
DHK3318,United Kingdom,0.0,0.0,12.3,2.06,2025-04-15T02:38:12,2
ASA206,United States,213.95,11277.6,12.3,2.06,2025-04-15T02:38:16,0
ZKIDA,New Zealand,6.28,-175.26,12.3,2.06,2025-04-15T02:36:46,2
WIS300,United States,130.56,2194.56,12.3,2.06,2025-04-15T02:38:16,1
GTI8133,United States,240.22,12192.0,12.3,2.06,2025-04-15T02:38:16,0
THY141,Turkey,187.51,9761.22,12.3,2.06,2025-04-15T02:38:16,1
UAL794,United States,235.21,10668.0,12.3,2.06,2025-04-15T02:38:15,0
SWA4310,United States,256.97,7871.46,12.3,2.06,2025-04-15T02:38:16,0
SWA3546,United States,0.0,0.0,12.3,2.06,2025-04-15T02:37:40,2
ANZ212,New Zealand,34.47,0.0,12.3,2.06,2025-04-15T02:38:04,2
ANZ750M,New Zealand,98.03,1866.9,12.3,2.06,2025-04-15T02:38:16,2
POE373,Canada,173.84,11582.4,12.3,2.06,2025-04-15T02:38:15,1
N736AM,United States,57.22,601.98,12.3,2.06,2025-04-15T02:37:55,2
THY1JM,Turkey,189.8,5562.6,12.3,2.06,2025-04-15T02:38:14,1
CEB902,Philippines,95.65,1036.32,12.3,2.06,2025-04-15T02:38:15,2
ANZ1,New Zealand,0.0,0.0,12.3,2.06,2025-04-15T02:38:14,2
UAL638,United States,224.92,8351.52,12.3,2.06,2025-04-15T02:38:14,0
CJT991,Canada,0.06,0.0,12.3,2.06,2025-04-15T02:38:14,2
WJA323,Canada,2.83,281.94,12.3,2.06,2025-04-15T02:36:12,2
GLO1285,Brazil,236.78,11582.4,12.3,2.06,2025-04-15T02:38:14,0
POE442,Canada,269.62,9448.8,12.3,2.06,2025-04-15T02:38:16,0
POE651,Canada,212.46,10515.6,12.3,2.06,2025-04-15T02:38:16,0
N325AM,United States,1.63,350.52,12.3,2.06,2025-04-15T02:38:14,2
POE211,Canada,258.52,11277.6,12.3,2.06,2025-04-15T02:38:16,0
OCN3FY,Germany,265.11,12192.0,12.3,2.06,2025-04-15T02:38:15,0
N66119,United States,36.35,914.4,12.3,2.06,2025-04-15T02:38:16,2
OCN153,Germany,234.36,11582.4,12.3,2.06,2025-04-15T02:38:16,0
POE538,Canada,0.0,281.94,12.3,2.06,2025-04-15T02:36:47,2
THY2GW,Turkey,238.95,10363.2,12.3,2.06,2025-04-15T02:38:15,0
EDV5253,United States,63.71,327.66,12.3,2.06,2025-04-15T02:36:31,2
POE308,Canada,247.08,11277.6,12.3,2.06,2025-04-15T02:38:16,0
CEB822,Philippines,0.0,0.0,12.3,2.06,2025-04-15T02:38:15,2
AAL2056,United States,212.8,10370.82,12.3,2.06,2025-04-15T02:38:16,0
ETD8NY,United Arab Emirates,0.06,0.0,12.3,2.06,2025-04-15T02:38:14,2
QLK573D,Australia,171.97,4876.8,12.3,2.06,2025-04-15T02:38:15,1
QLK104D,Australia,8.23,0.0,12.3,2.06,2025-04-15T02:38:16,2
MAC438,Morocco,197.75,6400.8,12.3,2.06,2025-04-15T02:37:44,1
AAL1277,United States,239.78,11155.68,12.3,2.06,2025-04-15T02:38:16,0
SJV363,Indonesia,229.89,10660.38,12.3,2.06,2025-04-15T02:38:14,0
SJV629,Indonesia,240.45,10172.7,12.3,2.06,2025-04-15T02:38:15,0
ABY854,United Arab Emirates,257.22,11887.2,12.3,2.06,2025-04-15T02:38:16,0
ZKOAT,New Zealand,48.24,853.44,12.3,2.06,2025-04-15T02:33:22,2
ARG1194,Argentina,0.0,0.0,12.3,2.06,2025-04-15T02:36:52,2
SKW3151,United States,200.15,5836.92,12.3,2.06,2025-04-15T02:38:15,0
FTD503,United States,203.08,12192.0,12.3,2.06,2025-04-15T02:38:16,0
ASA1411,United States,238.41,10972.8,12.3,2.06,2025-04-15T02:38:15,0
CEB185,Philippines,216.26,6880.86,12.3,2.06,2025-04-15T02:38:13,0
N135NK,United States,40.3,594.36,12.3,2.06,2025-04-15T02:38:15,2
N455LF,United States,60.67,1181.1,12.3,2.06,2025-04-15T02:38:13,2
DAL2614,United States,268.62,11269.98,12.3,2.06,2025-04-15T02:38:15,0
AAL1724,United States,167.06,2125.98,12.3,2.06,2025-04-15T02:38:15,1
N152LT,United States,51.9,426.72,12.3,2.06,2025-04-15T02:38:15,2
ENY3694,United States,8.23,0.0,12.3,2.06,2025-04-15T02:33:44,2
EJA854,United States,209.05,5890.26,12.3,2.06,2025-04-15T02:38:16,0
QXE2140,United States,206.02,7383.78,12.3,2.06,2025-04-15T02:38:16,0
CEB624,Philippines,245.41,7261.86,12.3,2.06,2025-04-15T02:38:16,0
POE655,Canada,218.46,11582.4,12.3,2.06,2025-04-15T02:38:16,0
FDX5279,United States,84.4,807.72,12.3,2.06,2025-04-15T02:38:02,2
FDX6079,United States,191.8,4373.88,12.3,2.06,2025-04-15T02:38:16,1
JA22NF,Japan,17.1,426.72,12.3,2.06,2025-04-15T02:38:16,2
UAL1534,United States,264.94,11887.2,12.3,2.06,2025-04-15T02:38:16,0
POE660,Canada,275.13,11277.6,12.3,2.06,2025-04-15T02:38:16,0
MAC456,Morocco,208.73,10675.62,12.3,2.06,2025-04-15T02:38:15,0
UPS1335,United States,176.06,4869.18,12.3,2.06,2025-04-15T02:38:15,1
AAL5,United States,234.76,11582.4,12.3,2.06,2025-04-15T02:38:16,0
THY6884,Turkey,260.97,12496.8,12.3,2.06,2025-04-15T02:38:15,0
OMA602,Oman,199.52,6400.8,12.3,2.06,2025-04-15T02:35:18,1
QXE2408,United States,172.78,4747.26,12.3,2.06,2025-04-15T02:38:15,1
N81DW,United States,153.85,8229.6,12.3,2.06,2025-04-15T02:38:16,1
OMA686,Oman,239.72,8359.14,12.3,2.06,2025-04-15T02:36:26,0
XNV,Australia,58.5,365.76,12.3,2.06,2025-04-15T02:38:16,2
NKS576,United States,226.86,7879.08,12.3,2.06,2025-04-15T02:38:16,0
BCS4EP,Spain,114.74,2339.34,12.3,2.06,2025-04-15T02:38:16,1
ENY3470,United States,14.92,0.0,12.3,2.06,2025-04-15T02:38:14,2
FDX1268,United States,235.97,11285.22,12.3,2.06,2025-04-15T02:33:09,0
SKW5503,United States,152.06,1386.84,12.3,2.06,2025-04-15T02:38:09,1
POE389,Canada,150.97,3253.74,12.3,2.06,2025-04-15T02:38:16,1
PDT5957,United States,96.88,548.64,12.3,2.06,2025-04-15T02:35:57,2
SKW5009,United States,252.07,9448.8,12.3,2.06,2025-04-15T02:38:16,0
RPA5802,United States,0.0,0.0,12.3,2.06,2025-04-15T02:38:09,2
POE263,Canada,194.17,11582.4,12.3,2.06,2025-04-15T02:38:16,1
JST756,Australia,265.35,10675.62,12.3,2.06,2025-04-15T02:38:15,0
OMS728,Oman,156.25,2903.22,12.3,2.06,2025-04-15T02:38:14,1
FDX1684,United States,233.18,11582.4,12.3,2.06,2025-04-15T02:38:15,0
PAC998,United States,282.54,10058.4,12.3,2.06,2025-04-15T02:38:16,0
QLK55D,Australia,182.74,5852.16,12.3,2.06,2025-04-15T02:38:15,1
FDX1289,United States,242.08,9745.98,12.3,2.06,2025-04-15T02:38:15,0
R1675,Australia,42.11,213.36,12.3,2.06,2025-04-15T02:38:15,2
UPS1057,United States,193.07,10363.2,12.3,2.06,2025-04-15T02:38:15,1
VOL05,New Zealand,6.59,182.88,12.3,2.06,2025-04-15T02:37:03,2
IBE0102,Spain,261.47,11582.4,12.3,2.06,2025-04-15T02:38:16,0
AAL1630,United States,190.03,10416.54,12.3,2.06,2025-04-15T02:38:16,1
LNI682,Indonesia,237.67,7924.8,12.3,2.06,2025-04-15T02:38:15,0
QLK63D,Australia,107.93,1242.06,12.3,2.06,2025-04-15T02:38:16,1
N739CA,United States,60.8,1165.86,12.3,2.06,2025-04-15T02:38:14,2
N251AU,United States,32.48,685.8,12.3,2.06,2025-04-15T02:38:15,2
MXY243,United States,218.16,11582.4,12.3,2.06,2025-04-15T02:38:15,0
N792SP,United States,45.65,853.44,12.3,2.06,2025-04-15T02:38:14,2
OMA844,Oman,257.86,11582.4,12.3,2.06,2025-04-15T02:38:16,0
RAM201N,Morocco,277.06,11277.6,12.3,2.06,2025-04-15T02:37:08,0
RAM217,Morocco,218.44,10355.58,12.3,2.06,2025-04-15T02:35:44,0
RAM246,Morocco,279.7,11574.78,12.3,2.06,2025-04-15T02:38:16,0
ZKTZH,New Zealand,44.59,121.92,12.3,2.06,2025-04-15T02:38:01,2
BTK6141,Indonesia,238.68,10972.8,12.3,2.06,2025-04-15T02:38:16,0
N955AL,United States,63.3,899.16,12.3,2.06,2025-04-15T02:37:42,2
ASA597,United States,222.93,10972.8,12.3,2.06,2025-04-15T02:38:16,0
AZU2648,Brazil,248.9,10363.2,12.3,2.06,2025-04-15T02:38:15,0
R7844,Australia,41.56,274.32,12.3,2.06,2025-04-15T02:37:50,2
CSN5008,China,272.02,10668.0,12.3,2.06,2025-04-15T02:38:16,0
DAL168,United States,169.0,3268.98,12.3,2.06,2025-04-15T02:38:16,1
LXJ653,United States,281.07,12496.8,12.3,2.06,2025-04-15T02:38:16,0
AAL1092,United States,216.73,8260.08,12.3,2.06,2025-04-15T02:38:15,0
CPA705,China,197.42,6156.96,12.3,2.06,2025-04-15T02:38:15,1
AIC315,India,145.33,1562.1,12.3,2.06,2025-04-15T02:36:25,1
UAL924,United States,0.51,0.0,12.3,2.06,2025-04-15T02:35:26,2
CPA815,China,200.98,11582.4,12.3,2.06,2025-04-15T02:38:14,0
N739SC,United States,52.08,1920.24,12.3,2.06,2025-04-15T02:38:16,2
TMB,Australia,46.66,182.88,12.3,2.06,2025-04-15T02:37:05,2
ATN3340,United States,155.36,3962.4,12.3,2.06,2025-04-15T02:38:16,1
ASA440,United States,203.33,10668.0,12.3,2.06,2025-04-15T02:38:15,0
AWQ803,Indonesia,240.14,10972.8,12.3,2.06,2025-04-15T02:38:16,0
,Russian Federation,68.34,304.8,12.3,2.06,2025-04-15T02:36:38,2
AAL3293,United States,218.04,10363.2,12.3,2.06,2025-04-15T02:38:16,0
NKS276,United States,168.57,3893.82,12.3,2.06,2025-04-15T02:38:16,1
RBA421,Brunei Darussalam,129.46,2766.06,12.3,2.06,2025-04-15T02:38:15,1
ENRG33,Australia,24.83,205.74,12.3,2.06,2025-04-15T02:38:16,2
ABY449,United Arab Emirates,205.21,8130.54,12.3,2.06,2025-04-15T02:37:53,0
ABY464,United Arab Emirates,131.61,2049.78,12.3,2.06,2025-04-15T02:38:16,1
CRK617,China,200.71,12192.0,12.3,2.06,2025-04-15T02:38:16,0
AAL2386,United States,263.73,11887.2,12.3,2.06,2025-04-15T02:38:16,0
CCA983,China,176.47,4168.14,12.3,2.06,2025-04-15T02:38:15,1
,Japan,4.63,0.0,12.3,2.06,2025-04-15T02:38:15,2
AAL3153,United States,278.92,10668.0,12.3,2.06,2025-04-15T02:38:16,0
SWA4254,United States,9.26,0.0,12.3,2.06,2025-04-15T02:38:13,2
QFA38,Australia,262.4,11887.2,12.3,2.06,2025-04-15T01:45:50,0
ENY3704,United States,7.2,0.0,12.3,2.06,2025-04-15T02:37:45,2
CPA536,China,90.63,403.86,12.3,2.06,2025-04-15T02:38:01,2
CPA356,China,0.0,0.0,12.3,2.06,2025-04-15T02:38:13,2
TAIP55,Australia,44.52,-22.86,12.3,2.06,2025-04-15T02:38:11,2
QFA7318,Australia,248.32,12496.8,12.3,2.06,2025-04-15T02:38:15,0
ETD800,United Arab Emirates,272.92,10058.4,12.3,2.06,2025-04-15T02:38:14,0
EMYU52,Australia,57.07,563.88,12.3,2.06,2025-04-15T02:38:15,2
CCA1838,China,291.2,11308.08,12.3,2.06,2025-04-15T02:38:15,0
CRK221,China,8.23,0.0,12.3,2.06,2025-04-15T02:38:13,2
SWA103,United States,207.22,10972.8,12.3,2.06,2025-04-15T02:38:16,0
DAL2073,United States,233.9,11262.36,12.3,2.06,2025-04-15T02:38:16,0
UPS1083,United States,206.87,8526.78,12.3,2.06,2025-04-15T02:38:16,0
ENY3567,United States,4.89,0.0,12.3,2.06,2025-04-15T02:33:33,2
AKT1507,Canada,81.9,1082.04,12.3,2.06,2025-04-15T02:34:42,2
UAL129,United States,247.73,10058.4,12.3,2.06,2025-04-15T02:38:15,0
CPA580,China,275.76,11269.98,12.3,2.06,2025-04-15T02:38:11,0
UPS1171,United States,197.31,9761.22,12.3,2.06,2025-04-15T02:38:15,1
VTAYV,India,239.63,12496.8,12.3,2.06,2025-04-15T02:38:16,0
AAL2981,United States,256.51,9791.7,12.3,2.06,2025-04-15T02:38:15,0
ALK192,Sri Lanka,222.42,10965.18,12.3,2.06,2025-04-15T02:38:16,0
ALK307,Sri Lanka,248.46,10363.2,12.3,2.06,2025-04-15T02:38:16,0
QFA438,Australia,185.93,7909.56,12.3,2.06,2025-04-15T02:38:16,1
RAVN22,Australia,94.97,68.58,12.3,2.06,2025-04-15T02:38:16,2
WJA34,Canada,252.43,7078.98,12.3,2.06,2025-04-15T02:38:16,0
N623PS,United States,67.45,1196.34,12.3,2.06,2025-04-15T02:38:15,2
UPS901,United States,282.75,11887.2,12.3,2.06,2025-04-15T02:38:15,0
DAL9936,United States,280.01,11887.2,12.3,2.06,2025-04-15T02:38:16,0
THY9WC,Turkey,1.8,0.0,12.3,2.06,2025-04-15T02:38:16,2
THY174,Turkey,246.76,12496.8,12.3,2.06,2025-04-15T02:38:15,0
FFT2635,United States,209.93,6164.58,12.3,2.06,2025-04-15T02:38:15,0
UPS765,United States,285.05,11277.6,12.3,2.06,2025-04-15T02:38:15,0
THY1RT,Turkey,252.86,8359.14,12.3,2.06,2025-04-15T02:38:15,0
N85FF,United States,52.02,2903.22,12.3,2.06,2025-04-15T02:38:16,2
EVY35,Australia,59.68,510.54,12.3,2.06,2025-04-15T02:38:07,2
SKW5429,United States,145.62,2415.54,12.3,2.06,2025-04-15T02:38:16,1
FLE701,Canada,146.98,3413.76,12.3,2.06,2025-04-15T02:38:15,1
N757LY,United States,31.45,845.82,12.3,2.06,2025-04-15T02:38:15,2
AAL1759,United States,215.56,6598.92,12.3,2.06,2025-04-15T02:38:16,0
N350FS,United States,44.45,678.18,12.3,2.06,2025-04-15T02:33:37,2
FFT1471,United States,187.75,11887.2,12.3,2.06,2025-04-15T02:38:15,1
BCS1MU,Spain,215.05,11879.58,12.3,2.06,2025-04-15T02:38:15,0
DAL2629,United States,0.64,0.0,12.3,2.06,2025-04-15T02:37:59,2
CSI503,United States,130.17,7315.2,12.3,2.06,2025-04-15T02:34:18,1
WJA1118,Canada,201.04,11582.4,12.3,2.06,2025-04-15T02:38:15,0
ATN6743,United States,198.06,11582.4,12.3,2.06,2025-04-15T02:38:15,1
BKP212,Thailand,151.29,4800.6,12.3,2.06,2025-04-15T02:38:15,1
SKW6267,United States,202.41,9753.6,12.3,2.06,2025-04-15T02:38:05,0
AAL2741,United States,205.22,10363.2,12.3,2.06,2025-04-15T02:38:15,0
EPI555,United States,64.01,868.68,12.3,2.06,2025-04-15T02:38:16,2
LN917TL,United States,228.31,7620.0,12.3,2.06,2025-04-15T02:38:16,0
SWG3107,Canada,235.22,11277.6,12.3,2.06,2025-04-15T02:38:16,0
N8976D,United States,36.01,396.24,12.3,2.06,2025-04-15T02:38:16,2
UAE2V,United Arab Emirates,0.0,0.0,12.3,2.06,2025-04-15T02:38:16,2
ADO113,Japan,208.59,7734.3,12.3,2.06,2025-04-15T02:38:16,0
,United States,2.06,0.0,12.3,2.06,2025-04-15T02:37:43,2
UAE7TC,United Arab Emirates,172.93,4282.44,12.3,2.06,2025-04-15T02:38:15,1
WJA2209,Canada,218.6,11582.4,12.3,2.06,2025-04-15T02:38:15,0
UAE337,United Arab Emirates,257.89,10363.2,12.3,2.06,2025-04-15T02:38:16,0
AAL2979,United States,272.66,10066.02,12.3,2.06,2025-04-15T02:38:15,0
ASA278,United States,224.6,11277.6,12.3,2.06,2025-04-15T02:38:15,0
SKW4638,United States,186.0,9753.6,12.3,2.06,2025-04-15T02:38:15,1
WJA292,Canada,266.03,8290.56,12.3,2.06,2025-04-15T02:36:35,0
JBU1359,United States,8.75,0.0,12.3,2.06,2025-04-15T02:38:09,2
UAE194,United Arab Emirates,276.08,11277.6,12.3,2.06,2025-04-15T02:38:16,0
TACO43,United States,118.77,2232.66,12.3,2.06,2025-04-15T02:38:16,1
JBU248,United States,179.67,5067.3,12.3,2.06,2025-04-15T02:38:16,1
BKP115,Thailand,102.31,2964.18,12.3,2.06,2025-04-15T02:38:16,1
BKP451,Thailand,124.42,5181.6,12.3,2.06,2025-04-15T02:38:15,1
SFJ78,Japan,72.02,792.48,12.3,2.06,2025-04-15T02:38:16,2
AIQ157,Thailand,220.78,11887.2,12.3,2.06,2025-04-15T02:38:10,0
AAY466,United States,195.9,10980.42,12.3,2.06,2025-04-15T02:38:16,1
N7814,United States,113.01,632.46,12.3,2.06,2025-04-15T02:38:15,1
ENY3720,United States,178.57,9669.78,12.3,2.06,2025-04-15T02:38:15,1
POE365,Canada,217.88,11582.4,12.3,2.06,2025-04-15T02:38:15,0
AIQ396,Thailand,223.97,11292.84,12.3,2.06,2025-04-15T02:38:15,0
AIQ234,Thailand,246.48,6096.0,12.3,2.06,2025-04-15T02:38:15,0
SKW3412,United States,204.95,10058.4,12.3,2.06,2025-04-15T02:38:16,0
AIQ3189,Thailand,77.11,266.7,12.3,2.06,2025-04-15T02:38:16,2
ZKPVB,New Zealand,91.08,304.8,12.3,2.06,2025-04-15T02:36:10,2
N300TP,United States,140.58,6705.6,12.3,2.06,2025-04-15T02:38:15,1
POE309,Canada,197.55,11582.4,12.3,2.06,2025-04-15T02:38:16,1
POE526,Canada,236.29,11277.6,12.3,2.06,2025-04-15T02:38:16,0
AIQ3446,Thailand,221.73,9349.74,12.3,2.06,2025-04-15T02:28:51,0
POE409,Canada,219.95,10972.8,12.3,2.06,2025-04-15T02:38:15,0
DAL2088,United States,280.9,11887.2,12.3,2.06,2025-04-15T02:38:15,0
CKS917,United States,279.07,10058.4,12.3,2.06,2025-04-15T02:38:14,0
N716CG,United States,226.43,12192.0,12.3,2.06,2025-04-15T02:38:16,0
POE277,Canada,186.97,11582.4,12.3,2.06,2025-04-15T02:38:15,1
JIA5095,United States,255.55,8237.22,12.3,2.06,2025-04-15T02:38:16,0
POE560,Canada,175.04,3322.32,12.3,2.06,2025-04-15T02:38:16,1
SWA4063,United States,181.27,3695.7,12.3,2.06,2025-04-15T02:38:15,1
AIQ3103,Thailand,132.16,3413.76,12.3,2.06,2025-04-15T02:38:16,1
SWA3108,United States,246.13,11277.6,12.3,2.06,2025-04-15T02:38:15,0
DAL1653,United States,258.99,9723.12,12.3,2.06,2025-04-15T02:38:16,0
UAL1306,United States,1.8,0.0,12.3,2.06,2025-04-15T02:37:28,2
AIQ4351,Thailand,157.89,3634.74,12.3,2.06,2025-04-15T02:38:15,1
POE289,Canada,193.52,11582.4,12.3,2.06,2025-04-15T02:38:15,1
AIQ4104,Thailand,144.71,1424.94,12.3,2.06,2025-04-15T02:38:16,1
GAGE88,United States,54.91,137.16,12.3,2.06,2025-04-15T02:38:16,2
AIQ3438,Thailand,109.48,2308.86,12.3,2.06,2025-04-15T02:38:15,1
DAL1188,United States,0.06,0.0,12.3,2.06,2025-04-15T02:38:07,2
AAL1705,United States,231.48,9144.0,12.3,2.06,2025-04-15T02:38:15,0
ASA345,United States,218.48,9448.8,12.3,2.06,2025-04-15T02:38:15,0
ANZ110,New Zealand,269.79,10652.76,12.3,2.06,2025-04-15T02:38:16,0
ANZ774M,New Zealand,118.71,4892.04,12.3,2.06,2025-04-15T02:38:15,1
SKW3450,United States,228.43,10500.36,12.3,2.06,2025-04-15T02:38:16,0
N523AF,United States,36.73,800.1,12.3,2.06,2025-04-15T02:38:16,2
CEB929,Philippines,203.61,8526.78,12.3,2.06,2025-04-15T02:38:16,0
JBU1189,United States,203.42,10972.8,12.3,2.06,2025-04-15T02:38:15,0
RPC2338,Philippines,5.4,0.0,12.3,2.06,2025-04-15T02:36:55,2
N523AB,United States,53.39,2209.8,12.3,2.06,2025-04-15T02:38:16,2
CEB911,Philippines,154.77,4640.58,12.3,2.06,2025-04-15T02:38:16,1
CPA251,China,237.77,10972.8,12.3,2.06,2025-04-15T02:38:16,0
TGW642,Singapore,169.2,3817.62,12.3,2.06,2025-04-15T02:38:15,1
OMA102,Oman,262.88,11887.2,12.3,2.06,2025-04-15T02:38:16,0
SWA3071,United States,138.7,2164.08,12.3,2.06,2025-04-15T02:38:16,1
